Symbol,Company Name,Per Share Ratios,Basic EPS (Rs.),Diluted EPS (Rs.),Cash EPS (Rs.),Book Value [ExclRevalReserve]/Share (Rs.),Book Value [InclRevalReserve]/Share (Rs.),Dividend / Share(Rs.),Revenue from Operations/Share (Rs.),PBDIT/Share (Rs.),PBIT/Share (Rs.),PBT/Share (Rs.),Net Profit/Share (Rs.),Profitability Ratios,PBDIT Margin (%),PBIT Margin (%),PBT Margin (%),Net Profit Margin (%),Return on Networth / Equity (%),Return on Capital Employed (%),Return on Assets (%),Total Debt/Equity (X),Asset Turnover Ratio (%),Liquidity Ratios,Current Ratio (X),Quick Ratio (X),Inventory Turnover Ratio (X),Dividend Payout Ratio (NP) (%),Dividend Payout Ratio (CP) (%),Earnings Retention Ratio (%),Cash Earnings Retention Ratio (%),Valuation Ratios,Enterprise Value (Cr.),EV/Net Operating Revenue (X),EV/EBITDA (X),MarketCap/Net Operating Revenue (X),Retention Ratios (%),Price/BV (X),Price/Net Operating Revenue,Earnings Yield
GODFRYPHLP,Godfrey Phillips India Ltd.,,46.35,46.35,64.79,364.71,364.71,10.0,476.41,88.36,69.91,69.75,46.35,,18.54,14.67,14.63,9.72,12.7,18.93,9.11,0.02,93.68,,1.36,0.58,4.35,17.26,12.34,82.74,87.66,,"6,042.05",2.44,13.15,2.43,82.73,3.18,2.43,0.04
GODREJPROP,Godrej Properties Ltd.,,9.22,9.22,9.7,115.87,115.87,0.0,62.52,23.99,23.41,12.43,9.13,,38.36,37.44,19.87,14.6,7.87,16.94,2.69,1.32,18.43,,1.2,0.85,0.91,0,0.0,0,0.0,,"21,908.39",15.28,39.83,13.03,0,7.03,13.03,0.01
GOKEX,Gokaldas Exports Ltd.,,6.09,5.93,10.47,55.95,55.95,0.0,274.05,19.47,14.98,5.84,5.99,,7.1,5.46,2.13,2.18,10.69,26.33,3.11,1.59,142.64,,0.9,0.46,4.55,0,0.0,0,0.0,,769.07,0.66,9.23,0.34,0,1.67,0.34,0.06
GOKULAGRO,Gokul Agro Resources Ltd.,,0.39,0.39,2.65,15.89,15.89,0.0,323.78,9.14,6.88,0.62,0.39,,2.82,2.12,0.19,0.11,2.44,34.05,0.4,1.39,335.84,,1.02,0.55,9.03,0,0.0,0,0.0,,342.39,0.08,2.84,0.04,0,0.76,0.04,0.03
GOLDTECH,AION-TECH SOLUTIONS Ltd.,,0.88,0.88,1.08,15.16,15.16,0.0,18.16,1.77,1.58,1.41,0.88,,9.75,8.68,7.78,4.86,5.83,8.74,4.05,0.08,83.19,,2.82,2.82,0,0,0.0,0,0.0,,23.53,0.69,7.07,0.71,0,0.85,0.71,0.07
GOODLUCK,Good Luck India Ltd.,,13.29,13.29,23.57,123.61,123.61,0.0,720.16,55.86,45.58,19.17,13.29,,7.75,6.32,2.66,1.84,10.75,23.87,3.2,1.65,173.72,,1.19,0.6,5.45,0,0.0,0,0.0,,601.31,0.36,4.68,0.09,0,0.53,0.09,0.2
GPPL,Gujarat Pipavav Port Ltd.,,4.24,4.24,6.59,41.8,41.8,3.5,14.52,8.98,6.65,6.64,4.25,,61.84,45.76,45.71,29.29,10.17,15.02,8.67,0.0,29.62,,2.74,2.71,83.32,79.93,51.61,20.07,48.39,,"4,283.77",6.1,9.87,6.86,20.06,2.38,6.86,0.04
GPTINFRA,GPT Infraprojects Ltd.,,2.88,2.88,8.89,61.13,61.13,2.0,181.19,22.96,16.96,3.13,2.88,,12.67,9.35,1.72,1.59,4.71,24.08,1.31,1.36,82.56,,0.97,0.84,9.03,69.33,22.5,30.67,77.5,,368.97,0.7,5.52,0.29,30.66,0.87,0.29,0.05
GRANULES,Granules India Ltd.,,6.37,6.35,9.94,55.98,55.98,1.0,82.53,14.19,10.62,9.51,6.37,,17.19,12.86,11.51,7.71,11.37,13.62,5.73,0.66,74.29,,1.43,1.06,6.68,15.7,10.06,84.3,89.94,,"3,776.61",1.8,10.47,1.38,84.29,2.04,1.38,0.06
GRAPHITE,Graphite India Ltd.,,143.61,143.61,146.46,238.15,238.15,55.0,344.8,225.3,222.44,219.07,143.59,,65.34,64.51,63.53,41.64,60.29,91.17,47.2,0.08,113.36,,4.02,2.47,3.7,22.28,21.84,77.72,78.16,,"9,060.84",1.34,2.06,1.3,77.71,1.88,1.3,0.32
GRASIM,Grasim Industries Ltd.,,7.84,7.84,19.4,638.07,638.07,7.0,312.51,70.55,58.98,19.95,7.84,,22.57,18.87,6.38,2.5,1.22,8.62,0.99,0.07,39.66,,1.52,1.09,7.01,79.12,31.96,20.88,68.04,,"59,296.35",2.89,12.78,2.75,20.87,1.35,2.75,0.01
GRAVITA,Gravita India Ltd.,,2.76,2.75,3.75,21.73,21.73,0.3,154.1,7.53,6.53,3.51,2.76,,4.88,4.23,2.27,1.78,12.68,27.12,3.91,1.39,218.6,,1.07,0.66,7.97,25.39,18.66,74.61,81.34,,758.05,0.72,14.65,0.53,74.6,3.76,0.53,0.03
GREENPOWER,Orient Green Power Company Ltd.,,-0.08,-0.08,-0.09,9.8,9.8,0.0,0.41,0.54,0.54,0.08,-0.09,,130.33,130.29,18.58,-20.88,-0.88,3.76,-0.58,0.34,2.81,,1.8,1.8,0,0,0.0,0,0.0,,575.42,18.51,14.21,10.39,0,0.44,10.41,-0.02
GRINDWELL,Grindwell Norton Ltd.,,14.8,14.8,18.61,98.16,98.16,6.0,141.51,26.81,22.99,22.86,14.8,,18.94,16.24,16.15,10.45,15.07,22.41,11.51,0.0,110.13,,2.93,1.81,4.89,33.78,26.86,66.22,73.14,,"6,340.64",4.05,21.36,4.19,66.21,6.05,4.19,0.02
GROBTEA,The Grob Tea Company Ltd.,,12.01,12.01,36.52,375.97,375.97,2.0,686.36,45.48,20.98,15.62,12.01,,6.62,3.05,2.27,1.75,3.19,5.22,2.02,0.15,115.98,,1.23,0.94,12.34,16.65,5.47,83.35,94.53,,50.9,0.64,9.63,0.58,83.34,1.06,0.58,0.03
GRPLTD,GRP Ltd.,,47.86,47.86,145.03,"1,003.47","1,003.47",8.0,"2,677.28",193.83,96.66,61.81,47.86,,7.23,3.61,2.3,1.78,4.76,8.12,2.55,0.46,142.83,,1.28,0.9,10.38,2.61,0.86,97.39,99.14,,204.78,0.57,7.92,0.41,97.38,1.1,0.41,0.04
GRSE,Garden Reach Shipbuilders & Engineers Ltd.,,9.6,9.6,11.96,90.64,90.64,6.95,121.03,18.63,16.26,15.62,9.6,,15.38,13.43,12.9,7.92,10.58,16.6,2.62,0.0,33.08,,1.16,1.05,3.97,78.94,63.34,21.06,36.66,,-873.09,-0.63,-4.09,0.81,21.05,1.08,0.81,0.1
GSFC,Gujarat State Fertilizers & Chemicals Ltd.,,12.39,12.39,15.54,182.39,182.39,2.2,215.18,21.39,18.24,16.7,12.39,,9.93,8.47,7.76,5.75,6.79,9.19,4.76,0.14,82.83,,1.86,1.28,6,17.75,14.15,82.25,85.85,,"5,120.48",0.6,6.01,0.48,82.24,0.57,0.48,0.12
GSS,GSS Infotech Ltd.,,4.92,4.92,5.02,68.03,68.03,0.0,18.22,5.43,5.32,5.28,4.92,,29.78,29.21,28.95,27,7.23,7.81,6.88,0.0,25.51,,4.94,4.94,0,0,0.0,0,0.0,,194.63,6.31,21.18,6.37,0,1.71,6.37,0.04
GTL,GTL Ltd.,,-15.57,-15.57,-15.27,-453.13,-453.13,0.0,13.93,-14.21,-14.5,-15.56,-15.56,,-102.03,-104.1,-111.71,-111.74,0,3.56,-78.92,0.0,70.63,,0.01,0.01,0,0,0.0,0,0.0,,222.94,1.02,-1,0.34,0,-0.01,0.34,-3.32
GTLINFRA,GTL Infrastructure Ltd.,,-1.21,-1.21,-0.74,1.02,1.02,0.0,1.22,0.16,-0.35,-1.25,-1.25,,13.03,-28.53,-102.61,-102.61,-122.89,-22.59,-20.34,0.0,19.82,,0.11,0.11,482.38,0,0.0,0,0.0,,923.82,0.62,4.73,0.77,0,0.93,0.77,-1.33
GTPL,GTPL Hathway Ltd.,,1.29,1.29,12.42,59.01,59.01,1.0,72.8,22.04,10.9,2.53,1.29,,30.27,14.97,3.47,1.76,2.17,14.54,0.97,0.32,55.4,,0.96,0.92,32.79,77.75,8.05,22.25,91.95,,869.89,1.06,3.51,0.94,22.24,1.16,0.94,0.02
GUJAPOLLO,Gujarat Apollo Industries Ltd.,,4.94,4.94,6.78,198.99,198.99,3.0,33.18,10.15,8.31,4.89,4.94,,30.58,25.04,14.73,14.88,2.48,4.12,2.27,0.05,15.28,,8.95,7.94,2.08,111.34,81.14,-11.34,18.86,,191.89,4.57,14.93,4.41,-11.34,0.74,4.41,0.03
GUJGASLTD,Gujarat Gas Ltd.,,6.06,6.06,10.24,31.73,31.73,1.0,112.64,15.92,11.74,8.63,6.06,,14.13,10.41,7.65,5.37,19.09,14.81,5.85,0.96,108.79,,0.62,0.58,111.72,13.2,7.81,86.8,92.19,,"11,985.52",1.55,10.94,1.32,86.79,4.67,1.32,0.04
GUJRAFFIA,Gujarat Raffia Industries Ltd.,,1.71,1.71,3.68,30.44,30.44,0.0,88,5.43,3.46,2.14,1.71,,6.17,3.93,2.43,1.93,5.6,10.78,2.47,0.66,127.7,,1.39,0.91,5.01,0,0.0,0,0.0,,12.8,0.27,4.36,0.15,0,0.44,0.15,0.13
GULFOILLUB,Gulf Oil Lubricants India Ltd.,,35.73,35.5,40.19,117.83,117.83,11.5,342.55,62.77,58.28,55.24,35.7,,18.32,17.01,16.12,10.42,30.29,47.49,15.56,0.48,149.3,,1.57,0.93,5.03,30.8,27.36,69.2,72.64,,"4,117.73",2.41,13.17,2.42,69.19,7.03,2.42,0.04
GULFPETRO,GP Petroleums Ltd.,,3.19,3.19,3.81,40.81,40.81,0.75,118.97,6.92,6.3,4.99,3.19,,5.82,5.29,4.19,2.67,7.8,14.92,4.22,0.65,157.8,,1.78,0.86,3.89,23.53,19.67,76.47,80.33,,464,0.76,13.14,0.54,76.46,1.58,0.54,0.05
GULPOLY,Gulshan Polyols Ltd.,,4.57,4.57,14.02,61.93,61.93,0.7,143.63,18.25,8.8,5.76,4.57,,12.7,6.12,4,3.17,7.37,12.45,4.44,0.36,139.74,,1.31,0.96,12.64,15.32,4.99,84.68,95.01,,346.76,0.51,4.05,0.38,84.67,0.88,0.38,0.08
GVKPIL,GVK Power & Infrastructure Ltd.,,0.72,0.72,0.72,11.68,11.68,0.0,0.15,0.29,0.29,0.21,0.72,,199.31,198.79,145.02,490.9,6.17,2.43,4.66,0.26,0.95,,0.08,0.08,0,0,0.0,0,0.0,,"1,691.65",72.88,36.57,52.59,0,0.66,52.62,0.09
HAL,Hindustan Aeronautics Ltd.,,70.16,70.16,100.8,361.1,361.1,19.8,598.36,147.62,116.99,111.92,70.16,,24.67,19.55,18.7,11.72,19.42,17.39,4.62,0.34,39.47,,1.41,0.71,1.02,28.22,19.64,71.78,80.36,,"27,755.82",1.39,5.62,1.19,71.77,1.97,1.19,0.1
HARRMALAYA,Harrisons Malyalam Ltd.,,-13.05,-13.05,-10.8,42.62,42.62,0.0,191.69,-3.22,-5.47,-13.05,-13.05,,-1.67,-2.85,-6.8,-6.8,-30.62,-5.4,-6.46,1.34,94.86,,0.42,0.27,12,0,0.0,0,0.0,,233.08,0.66,-39.23,0.37,0,1.66,0.37,-0.18
HATSUN,Hatsun Agro Products Ltd.,,7.19,7.19,19.74,50.35,50.35,4.0,297.87,28,15.45,10.09,7.19,,9.4,5.18,3.38,2.41,14.27,18.32,5.11,0.92,211.96,,0.6,0.15,11.8,67.57,24.6,32.43,75.4,,"11,961.22",2.51,26.73,2.37,32.42,13.99,2.37,0.01
HAVELLS,Havells India Ltd.,,12.66,12.66,15.03,67.83,67.83,4.5,160.79,21.1,18.72,18.47,12.65,,13.12,11.64,11.48,7.86,18.65,25.14,11.02,0.01,140.09,,1.51,0.75,5.25,31.6,26.61,68.4,73.39,,"46,978.59",4.67,35.6,4.79,68.39,11.37,4.79,0.02
HBLPOWER,HBL Power Systems Ltd.,,0.9,0.9,2.51,28.04,28.04,0.3,45.35,3.91,2.31,1.44,0.91,,8.61,5.09,3.18,1.99,3.23,8.01,2.14,0.28,107.63,,2.1,1.23,3.92,33.27,12.02,66.73,87.98,,888.36,0.71,8.2,0.56,66.72,0.91,0.56,0.04
HBSL,HB Stockholdings Ltd.,,-8.1,-8.1,-7.27,50.53,50.53,0.0,-4.71,-6.92,-7.17,-7.25,-7.53,,147.02,152.42,153.97,159.93,-14.89,-14.02,-11.37,0.01,-7.11,,3.95,3.95,0,0,0.0,0,0.0,,3.48,-0.96,-0.65,-1.49,0,0.14,-1.49,-1.07
HCC,Hindustan Construction Company Ltd.,,-16.81,-16.81,-11.77,8.95,8.95,0.0,30.42,4.67,3.72,-16.76,-12.73,,15.36,12.22,-55.1,-41.82,-142.25,13.32,-18.2,2.16,43.51,,1.05,1.01,23.35,0,0.0,0,0.0,,"4,968.68",1.08,7.03,0.49,0,1.68,0.49,-0.85
HCLTECH,HCL Technologies Ltd.,,59.69,59.66,69.82,224.64,224.64,8.0,191.97,82.83,73.41,73.29,60.41,,43.14,38.24,38.17,31.46,26.88,32.0,21.85,0.0,69.44,,2.93,2.93,"1,445.11",13.42,11.61,86.58,88.39,,"141,183.00",5.43,12.58,5.67,86.57,4.84,5.67,0.06
HDFCAMC,HDFC Asset Management Company  Ltd.,,43.87,43.78,44.38,144.44,144.44,24.0,90.09,65.27,64.67,64.67,43.78,,72.45,71.77,71.77,48.59,30.3,44.19,28.86,0.0,59.4,,27.4,27.4,0,27.41,27.03,72.59,72.97,,"32,582.03",17.01,23.48,17.03,72.58,10.62,17.03,0.03
HDFCBANK,HDFC Bank Ltd.,,78.65,77.87,81.59,547.89,547.89,15.0,363.43,77.4,,"10,092,906.51","2,149,495.24","177,699,813.90",,"193,948,756.61","41,305,438.57","3,414,740,633.16",,3.34,42.37,21.29,3.48,1.69,14.12,3.87,38.41,7.95,1.41,0.27,2.09,4.07,,"1,624,316.38",16.41,4.23,6.37,80.77,0.03,
HDFCLIFE,HDFC Life Insurance Company Ltd.,,6.34,6.32,6.55,28.03,28.03,1.63,190.15,7.4,7.17,7.11,6.33,,3.89,3.77,3.73,3.32,22.57,1.15,0.98,0.0,0.32,,0.79,0.79,0,25.75,24.87,74.25,75.13,,"75,118.06",1.96,50.34,1.99,74.24,13.5,1.99,0.02
HEG,HEG Ltd.,,763.6,763.6,809.11,963.57,963.57,80.0,"1,708.17","1,235.22","1,216.46","1,211.81",790.35,,72.31,71.21,70.94,46.26,82.02,121.89,60.17,0.18,130.04,,2.82,1.75,5.04,10.47,10.23,89.53,89.77,,"8,191.60",1.24,1.72,1.23,89.52,2.17,1.23,0.38
HERCULES,Hercules Hoists Ltd.,,4,4,4.94,133.37,133.37,1.5,31.93,5.98,5.04,5.04,4,,18.73,15.78,15.78,12.53,3,3.71,2.84,0.0,22.66,,7.01,4.59,2.59,31.24,25.28,68.76,74.72,,364.4,3.57,19.04,3.62,68.75,0.87,3.62,0.03
HERITGFOOD,Heritage Foods Ltd.,,17.98,17.98,27.4,173.49,173.49,2.0,535.01,41.61,32.19,27.74,17.98,,7.77,6.01,5.18,3.36,10.36,11.59,5.23,0.31,155.6,,0.82,0.39,18.8,11.12,7.29,88.88,92.71,,"2,708.15",1.09,14.03,1.02,88.87,3.14,1.02,0.03
HEROMOTOCO,Hero Motocorp Ltd.,,169.48,169.47,199.59,643.66,643.66,87.0,"1,684.63",281.42,251.28,250.85,169.46,,16.7,14.91,14.89,10.05,26.32,37.15,19.18,0.0,190.74,,1.96,1.71,31.38,56.05,47.58,43.95,52.42,,"50,904.66",1.51,9.06,1.52,43.94,3.97,1.52,0.07
HEUBACHIND,Heubach Colorants India Ltd.,,8.05,8.05,20.67,267.06,267.06,10.0,311.39,22.43,9.8,9.53,8.04,,7.2,3.14,3.05,2.58,3.01,3.5,2.07,0.0,80.35,,1.9,1.17,3.92,124.38,48.37,-24.38,51.63,,802.66,1.12,15.5,1.17,-24.38,1.36,1.17,0.02
HGINFRA,HG Infra Engineering Ltd.,,18.96,18.96,30.54,101.15,101.15,0.5,308.39,48.29,36.71,29.19,18.96,,15.65,11.9,9.46,6.14,18.74,30.83,7.88,0.37,128.17,,1.33,1.18,17.31,2.63,1.63,97.37,98.37,,"1,986.75",0.99,6.31,0.92,97.36,2.8,0.92,0.07
HIKAL,Hikal Ltd.,,8.36,8.36,15.89,61.33,61.33,1.2,128.92,24.36,16.83,12.09,8.36,,18.89,13.05,9.37,6.48,13.63,19.16,6.11,0.79,94.3,,1.38,0.77,4.36,13.15,6.92,86.85,93.08,,"2,725.12",1.71,9.07,1.36,86.84,2.85,1.36,0.05
HIL,HIL Ltd.,,135.94,135.5,192.48,862.66,862.66,25.0,"1,976.31",296.42,239.33,213.52,135.39,,14.99,12.1,10.8,6.85,15.69,17.91,6.98,0.54,101.99,,0.86,0.38,6.74,18.38,12.93,81.62,87.07,,"1,722.55",1.16,7.75,0.94,81.61,2.14,0.94,0.07
HIMATSEIDE,Himatsingka Seide Ltd.,,23.97,23.97,32.65,146.77,146.77,5.0,177.26,55.5,46.83,35.52,23.97,,31.31,26.41,20.03,13.52,16.33,14.05,5.12,1.53,37.92,,1.1,0.81,4.49,12.59,9.24,87.41,90.76,,"4,124.86",2.36,7.55,1.23,87.4,1.49,1.23,0.11
HINDCOMPOS,Hindustan Composites Ltd.,,12.86,12.86,18.79,516.52,516.52,2.0,133.13,18.42,12.5,12.35,12.87,,13.83,9.38,9.27,9.66,2.49,2.26,2.22,0.0,22.97,,3.23,2.93,15.99,3.88,2.66,96.12,97.34,,316.48,1.61,11.63,1.6,96.11,0.41,1.6,0.06
HINDCOPPER,Hindustan Copper Ltd.,,1.57,1.57,4.31,17.63,17.63,0.52,19.63,5.82,3.09,2.49,1.57,,29.65,15.73,12.68,8.01,8.92,12.61,4.39,0.66,54.86,,1.31,0.69,2.82,15.89,5.8,84.11,94.2,,"5,588.23",3.08,10.37,2.49,84.1,2.78,2.49,0.03
HINDMOTORS,Hindustan Motors Ltd.,,1.28,1.28,1.34,-1.79,-1.45,0.0,0.03,1.41,1.35,1.27,1.28,,"5,455.77","5,234.24","4,928.96","4,949.73",-71.28,-102.69,87.88,0.0,1.77,,0.14,0.13,1.26,0,0.0,0,0.0,,150.58,279,5.11,284.01,0,-4.09,287.84,0.17
HINDPETRO,Hindustan Petroleum Corporation Ltd.,,39.56,39.56,59.32,184.85,184.85,15.9,"1,805.62",85.8,66.03,61.27,39.55,,4.75,3.65,3.39,2.19,21.39,21.48,5.81,0.89,265.26,,0.76,0.4,13.63,22.74,15.16,77.26,84.84,,"68,226.07",0.25,5.22,0.16,77.25,1.53,0.16,0.14
HINDUNILVR,Hindustan Unilever Ltd.,,27.89,27.88,30.37,35.46,35.46,22.0,176.96,43.06,40.63,39.45,27.94,,24.33,22.96,22.29,15.79,78.8,92.27,33.78,0.0,213.96,,1.36,1.07,15.78,75.31,69.29,24.69,30.71,,"365,196.80",9.55,39.26,9.65,24.68,48.16,9.65,0.02
HINDZINC,Hindustan Zinc Ltd.,,18.83,18.83,23.29,79.54,79.54,20.0,49.98,29.47,25.02,24.75,18.83,,58.96,50.04,49.51,37.67,23.67,30.44,18.73,0.08,49.73,,2.79,2.59,13.68,106.22,85.89,-6.22,14.11,,"119,294.00",5.65,9.58,5.53,-6.22,3.48,5.53,0.07
HIRECT,Hind Rectifiers Ltd.,,7.12,7.12,8.76,47.17,47.17,0.4,154.04,15.65,14.01,10.05,7.12,,10.15,9.09,6.52,4.62,15.09,23.88,6.38,0.75,138.27,,1.5,0.88,4.71,0,0.0,0,0.0,,245.53,0.96,9.47,0.74,0,2.41,0.74,0.06
HISARMETAL,Hisar Metal Ltd.,,9.86,9.86,13.73,44.6,44.6,1.0,384.36,25.94,22.07,12.97,9.86,,6.74,5.74,3.37,2.56,22.11,26.4,4.65,2.58,181.24,,1.3,0.73,5.22,10.14,7.28,89.86,92.72,,78.73,0.38,5.62,0.11,89.85,0.95,0.11,0.23
HITECHCORP,Hitech Corporation Ltd.,,9.55,9.55,22.03,95.73,95.73,0.9,268.93,38.96,26.49,14.89,9.55,,14.48,9.84,5.53,3.55,9.97,16.16,4.06,0.91,114.38,,0.9,0.57,11.57,9.42,4.08,90.58,95.92,,354.9,0.77,5.3,0.4,90.57,1.12,0.4,0.09
HITECHGEAR,The Hi-Tech Gears Ltd.,,18.91,18.91,33.34,142.89,142.89,3.5,344.85,52.54,38.11,28.3,18.91,,15.23,11.05,8.2,5.48,13.23,16.23,5.6,0.88,102.32,,1.3,0.91,8.75,22.31,12.65,77.69,87.35,,746.43,1.15,7.57,0.85,77.68,2.06,0.85,0.06
HLVLTD,HLV Ltd.,,-1.89,-1.89,-1.73,4.21,4.21,0.0,2.45,0.03,-0.12,-0.6,-1.89,,1.18,-5.01,-24.48,-77.03,-44.74,-0.77,-2.83,2.89,3.68,,1.18,1.18,19.67,0,0.0,0,0.0,,"1,435.09",9.3,781.38,4.51,0,2.62,4.51,-0.17
HMVL,Hindustan Media Ventures Ltd.,,9.8,9.8,12.63,189.41,189.41,1.2,117.98,19.16,16.33,13.94,9.8,,16.24,13.84,11.81,8.3,5.17,8.07,4.13,0.05,49.79,,3.3,3.13,19.49,12.25,9.5,87.75,90.5,,815.68,0.94,5.8,0.96,87.74,0.6,0.96,0.09
HONAUT,Honeywell Automation Ltd.,,405.86,405.86,423.9,"1,976.76","1,976.76",45.0,"3,591.33",649.62,631.64,627.7,405.93,,18.08,17.58,17.47,11.3,20.53,31.28,12.41,0.0,109.82,,2.27,2.18,30.22,7.88,7.54,92.12,92.46,,"18,443.51",5.81,32.12,6.2,92.11,11.26,6.2,0.02
HOVS,HOV Services Ltd.,,1.02,1.02,1.09,64.06,64.06,0.0,8.38,1.5,1.43,1.43,1.02,,17.87,17.06,17.06,12.18,1.59,2.14,1.47,0.04,12.11,,2.91,2.91,0,0,0.0,0,0.0,,157.72,14.96,83.7,15.17,0,1.98,15.18,0.01
HPL,HPL Electric & Power Ltd.,,4.1,4.1,8.75,113.91,113.91,0.2,171.47,18.87,14.22,6.02,4.1,,11,8.29,3.51,2.39,3.6,12.1,1.8,0.65,75.29,,1.34,0.78,2.79,24.36,11.43,75.64,88.57,,776.75,0.7,6.4,0.33,75.63,0.49,0.33,0.07
HSCL,Himadri Speciality Chemical Ltd.,,7.34,7.34,8.12,40.07,40.07,0.15,56.78,13.09,12.32,10.63,7.34,,23.06,21.69,18.72,12.93,18.32,25.77,11.03,0.26,85.3,,1.43,0.74,4.41,1.64,1.48,98.36,98.52,,"5,287.02",2.22,9.65,2.06,98.35,2.92,2.06,0.06
HTMEDIA,HT Media Ltd.,,-5.97,-5.97,-2.44,70.35,70.35,0.4,56.46,5.26,1.67,-7.46,-6.03,,9.31,2.96,-13.21,-10.67,-8.56,2.04,-3.74,0.81,35.06,,0.76,0.7,10.92,-6.7,-16.55,106.7,116.55,,"2,233.67",1.72,18.43,0.79,106.7,0.64,0.79,-0.13
HUBTOWN,Hubtown Ltd.,,-0.98,-0.98,-0.6,238.44,238.44,0.0,56.92,16.54,16.17,0.41,-0.98,,29.06,28.39,0.71,-1.71,-0.4,6.38,-0.16,0.18,9.81,,1.03,0.59,0.4,0,0.0,0,0.0,,517.39,1.25,4.3,0.56,0,0.13,0.56,-0.03
HUDCO,Housing & Urban Development Corporation Ltd.,,5.9,5.9,5.92,54.73,54.73,0.83,27.71,24.67,24.65,9.31,5.9,,89.02,88.93,33.58,21.27,10.77,6.9,1.62,5.46,7.61,,51.69,51.69,0,11.45,11.39,88.55,88.61,,"68,506.46",12.35,13.87,1.62,88.54,0.82,1.62,0.13
IBULHSGFIN,Indiabulls Housing Finance Ltd.,,87.37,86.85,88.12,403.81,403.81,40.0,360.49,333.22,332.35,120.44,87.25,,92.43,92.19,33.41,24.2,21.6,19.95,3.1,5.57,12.82,,2.42,2.42,0,45.78,45.33,54.22,54.67,,"118,818.82",7.71,8.34,2.38,54.21,2.12,2.38,0.1
ICICIBANK,ICICI Bank Ltd.,,5.23,5.17,6.42,163.36,168.08,1.0,98.34,5.22,,"7,307,399.77","387,642.38","142,868,072.08",,"130,080,411.57","6,900,495.69","2,543,221,694.30",,2.52,49.61,5.3,-17.58,0.34,3.19,2.8,48.98,6.57,1.5,-1.15,1.87,3.77,,"1,037,532.15",16.36,2.44,4.06,71.3,0.01,
ICICIGI,ICICI Lombard General Insurance Company Ltd.,,23.11,23.06,23.1,124.56,124.56,6.0,201.5,36.06,36.06,35.18,23.1,,17.89,17.89,17.46,11.46,18.54,26.66,3.14,0.09,0.29,,0.38,0.38,0,21.63,21.63,78.37,78.37,,"47,006.75",5.13,28.69,5.13,78.36,8.29,5.13,0.02
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd.,,7.95,7.94,7.94,48.92,49.08,3.15,288.58,9.98,9.98,9.98,7.94,,3.45,3.45,3.45,2.75,16.24,0.89,0.69,0.0,0.27,,0.91,0.91,0,61.66,61.66,38.34,38.34,,"49,519.65",1.2,34.57,1.21,38.33,7.14,1.21,0.02
ICIL,Indo Count Industries Ltd.,,3,3,4.65,48.63,48.63,0.6,91.82,8.15,6.5,4.8,3,,8.87,7.08,5.22,3.26,6.16,11.25,3.81,0.3,116.78,,2.32,1.19,3.88,13.33,8.6,86.67,91.4,,"1,223.05",0.67,7.6,0.53,86.66,1.0,0.53,0.06
IDEA,Vodafone Idea Ltd.,,-20.33,-20.33,0.41,72.7,72.7,0.0,42.19,5.67,-10.83,-20.25,-16.09,,13.43,-25.65,-47.99,-38.13,-22.13,-5.27,-6.03,1.71,15.81,,0.36,0.36,0,0,0.0,0,0.0,,"123,594.31",3.35,24.96,0.43,0,0.25,0.43,-0.89
IDFCFIRSTB,IDFC First Bank  Ltd.,,-4.75,-4.71,1.82,37.98,37.98,0.0,24.99,-4.07,,"9,748,039.81","-1,586,177.94","127,911,637.92",,"493,726,132.23","-80,337,946.28","6,478,565,892.56",,-1.1,12.93,-16.27,-24.12,-1.16,-10.7,1.91,47.19,7.14,0.56,-1.72,3.52,5.23,,"162,707.72",13.62,1.45,2.21,115.12,-0.07,
IEX,Indian Energy Exchange Ltd.,,5.47,5.46,5.81,12.26,12.26,0.0,8.42,8.05,7.7,7.68,5.47,,95.6,91.49,91.21,64.95,44.57,58.08,23.39,0.0,36.01,,1.27,1.27,0,0,0.0,0,0.0,,"4,895.92",19.27,20.16,19.54,0,13.41,19.54,0.03
IFBAGRO,IFB Agro Industries Ltd.,,35.45,35.45,55.41,399.66,399.66,0.0,987.3,63.6,43.64,40.5,35.45,,6.44,4.42,4.1,3.59,8.87,10.42,7.2,0.0,200.67,,4.02,3.07,14.15,0,0.0,0,0.0,,422.48,0.46,7.09,0.51,0,1.25,0.51,0.07
IFBIND,IFB Industries Ltd.,,18.25,18.25,31.13,150.35,150.35,0.0,615.28,33.22,20.01,23.3,17.91,,5.39,3.25,3.78,2.91,11.91,11.9,6.14,0.01,210.92,,1.51,0.74,6.47,0,0.0,0,0.0,,"3,945.98",1.55,28.77,1.59,0,6.5,1.59,0.02
IFGLEXPOR,IFGL Refractories Ltd.,,7.2,7.2,17.99,140.41,140.41,2.5,132.95,20.96,10.17,9.03,7.2,,15.76,7.64,6.79,5.41,5.13,7.23,4.05,0.13,74.79,,2.15,1.51,5.52,27.76,11.11,72.24,88.89,,925.15,1.93,12.25,1.81,72.23,1.72,1.81,0.03
IGARASHI,Igarashi Motors Ltd.,,18.24,18.24,30.93,136.48,136.48,4.9,192.58,44.68,31.99,27.3,18.24,,23.19,16.61,14.17,9.47,13.36,20.52,8.56,0.14,0.82,,1.3,0.96,5.48,31.98,18.86,68.02,81.14,,"1,156.59",1.91,8.22,1.82,68.01,2.56,1.82,0.05
