Symbol,Company Name,Per Share Ratios,Basic EPS (Rs.),Diluted EPS (Rs.),Cash EPS (Rs.),Book Value [ExclRevalReserve]/Share (Rs.),Book Value [InclRevalReserve]/Share (Rs.),Dividend / Share(Rs.),Revenue from Operations/Share (Rs.),PBDIT/Share (Rs.),PBIT/Share (Rs.),PBT/Share (Rs.),Net Profit/Share (Rs.),Profitability Ratios,PBDIT Margin (%),PBIT Margin (%),PBT Margin (%),Net Profit Margin (%),Return on Networth / Equity (%),Return on Capital Employed (%),Return on Assets (%),Total Debt/Equity (X),Asset Turnover Ratio (%),Liquidity Ratios,Current Ratio (X),Quick Ratio (X),Inventory Turnover Ratio (X),Dividend Payout Ratio (NP) (%),Dividend Payout Ratio (CP) (%),Earnings Retention Ratio (%),Cash Earnings Retention Ratio (%),Valuation Ratios,Enterprise Value (Cr.),EV/Net Operating Revenue (X),EV/EBITDA (X),MarketCap/Net Operating Revenue (X),Retention Ratios (%),Price/BV (X),Price/Net Operating Revenue,Earnings Yield,,,,,
SABEVENTS,SAB Events & Governance Now Media Ltd.,,-1.09,-1.09,-0.3,0.79,0.79,0,1.44,0,-0.78,-1.08,-1.09,,-0.12,-54.55,-75.24,-75.47,-137.85,-76.78,-25.24,2.99,0.31,,0.4,0.4,0,0,0,0,0,,9.41,6.24,"-5,127.96",5.31,0,9.7,5.31,-0.14,,,,,
SABTN,Sri Adhikari Brothers Television Ltd.,,-6.08,-6.08,-0.24,-22.43,-22.43,0,0,-0.24,-6.08,-6.08,-6.08,,0,0,0,0,0,31.97,-15.95,-0.03,0,,0.02,0.01,0,0,0,0,0,,8.7,0,-10.35,0,0,-0.08,0,-3.3,,,,,
SADBHAV,Sadbhav Engineering Ltd.,,-41.75,-41.75,-37.72,83.26,83.26,0,71.47,-25.59,-29.62,-41.37,-41.75,,-35.8,-41.44,-57.87,-58.41,-50.14,-29.49,-19.42,0.8,0.3,,1.3,1.24,1.7,0,0,0,0,,"1,559.69",1.27,-3.55,0.37,0,0.32,0.37,-1.58,,,,,
SADBHIN,Sadbhav Infrastructure Projects Ltd.,,-5.43,-5.43,-5.44,44.81,44.81,0,5.8,1.72,1.72,-6.44,-5.44,,29.63,29.6,-111.03,-93.84,-12.14,2.76,-7.12,0.52,0.07,,0.88,0.88,0,0,0,0,0,,"1,078.42",5.28,17.82,1.55,0,0.2,1.55,-0.61,,,,,
SAGARDEEP,Sagardeep Alloys Ltd.,,0.28,0.28,0.73,15.86,15.86,0,53.16,1.52,1.06,0.45,0.28,,2.85,2,0.83,0.52,1.74,6.02,1.04,0.48,2.15,,1.79,1.31,9.87,0,0,0,0,,72.76,0.8,28.13,0.72,0,2.4,0.72,0.01,,,,,
SAGCEM,Sagar Cements Ltd.,,8.83,8.83,15.67,110.14,110.14,0.7,133.43,26.64,19.8,13.9,8.83,,19.96,14.83,10.41,6.61,8.01,11.29,3.85,0.69,0.66,,0.88,0.61,1.72,5.66,3.19,94.34,96.81,,"3,635.19",2.32,11.61,1.85,94.33,2.24,1.85,0.04,,,,,
SAIL,Steel Authority of India Ltd.,,29.09,29.09,39.44,125.93,125.93,8.75,250.51,54.14,43.8,38.83,29.09,,21.61,17.48,15.5,11.61,23.09,23.06,10.2,0.26,0.88,,0.85,0.23,1.96,28.53,21.04,71.47,78.96,,"53,444.19",0.52,2.39,0.39,71.46,0.78,0.39,0.3,,,,,
SAKAR,Sakar Healthcare Ltd.,,8.77,8.77,14.55,74.5,74.5,0,74.91,18.44,12.8,11.1,8.9,,24.62,17.08,14.82,11.88,11.95,9.9,5.69,0.7,0.58,,1.07,0.77,0,0,0,0,0,,320.85,2.5,10.16,1.8,0,1.81,1.8,0.07,,,,,
SAKHTISUG,Sakthi Sugars Ltd.,,-12.63,-12.63,-8.01,-36.02,-36.02,0,66.3,5.9,1.27,-12.63,-12.63,,8.89,1.91,-19.05,-19.05,0,-82.09,-8.28,-2.19,0.43,,0.43,0.36,5.68,0,0,0,0,,"1,082.41",1.37,15.44,0.2,0,-0.38,0.2,-0.93,,,,,
SAKUMA,SAKUMA EXPORTS LTD. Ltd.,,0.97,0.97,1.05,10.85,10.85,0.05,107.93,1.47,1.39,1.24,0.97,,1.36,1.29,1.15,0.89,8.92,12.68,4.36,0.34,6.27,,1.87,1.56,0,5.16,4.76,94.84,95.24,,353.01,0.14,10.21,0.11,94.83,1.08,0.11,0.08,,,,,
SALASAR,Salasar Techno Engineering Ltd.,,11.14,11.14,13.62,98.51,98.51,1,241.82,24.59,22.1,14.89,11.14,,10.16,9.14,6.15,4.6,11.3,19.26,4.72,0.86,1.14,,1.47,1.03,3.44,8.98,7.34,91.02,92.66,,839.45,1.22,11.95,0.88,91.01,2.16,0.88,0.05,,,,,
SALONA,Salona Cotspin Ltd.,,37.6,37.6,43.38,107.41,107.41,1.2,"1,214.28",70.29,64.05,50.2,37.14,,5.78,5.27,4.13,3.05,34.57,38.48,8.68,2.42,3.53,,1.32,0.87,2.22,2.65,2.27,97.35,97.73,,256.39,0.4,6.84,0.18,97.34,2.06,0.18,0.17,,,,,
SALSTEEL,SAL Steel Ltd.,,1.36,1.36,2.44,4.45,4.45,0,59.47,3.01,1.93,1.91,1.36,,5.06,3.25,3.21,2.28,30.5,27.32,3.96,3.28,1.72,,0.58,0.37,9.37,0,0,0,0,,207.14,0.41,8.09,0.17,0,2.24,0.17,0.14,,,,,
SALZERELEC,Salzer Electronics Ltd.,,14.07,14.07,24.08,219.9,219.9,1.8,490.3,41.27,31.26,18.86,14.07,,8.41,6.37,3.84,2.86,6.39,13.02,3.03,0.71,1.11,,1.34,0.72,3.18,11.37,6.64,88.63,93.36,,533.61,0.68,8.09,0.37,88.62,0.84,0.37,0.08,,,,,
SAMPANN,Sampann Utpadan India Ltd.,,-0.73,-0.73,0.37,1.35,1.35,0,11.83,0.91,-0.18,-0.97,-0.73,,7.7,-1.56,-8.2,-6.14,-53.71,-0.89,-3.16,15.26,0.54,,1.37,1,11.16,0,0,0,0,,172.48,3.59,46.62,1.85,0,16.16,1.85,-0.03,,,,,
SANDESH,Sandesh Ltd.,,118.32,118.32,126.75,"1,250.13","1,250.13",5,405.55,161.32,152.89,155.67,118.32,,39.77,37.69,38.38,29.17,9.46,12.18,8.86,0,0.31,,7.91,7.2,2.33,4.22,3.94,95.78,96.06,,423.92,1.38,3.47,1.61,95.77,0.52,1.61,0.18,,,,,
SANDHAR,Sandhar Technologies Ltd.,,10.21,10.21,22.54,142.87,142.87,2.25,322.48,28.43,16.09,14.34,10.21,,8.81,4.98,4.44,3.16,7.14,9.97,4.2,0.28,1.43,,1.2,0.88,9.06,9.79,4.43,90.21,95.57,,"1,551.14",0.8,9.07,0.68,90.2,1.53,0.68,0.05,,,,,
SANGAMIND,Sangam (India) Ltd.,,32.29,32.12,48.66,164.95,164.95,2,561.44,72.5,56.3,42.46,32.46,,12.91,10.02,7.56,5.78,19.67,26.09,7.73,1.06,1.51,,1.2,0.61,3.51,3.08,2.05,96.92,97.95,,"1,861.32",0.76,5.91,0.46,96.91,1.57,0.46,0.13,,,,,
SANGHIIND,Sanghi Industries Ltd.,,1.62,1.62,4.17,73.08,73.08,0,45,8.08,5.53,2.26,1.62,,17.96,12.28,5.02,3.59,2.21,4.58,1.06,0.75,0.3,,0.71,0.3,1.39,0,0,0,0,,"2,426.94",2.15,11.96,0.97,0,0.6,0.97,0.04,,,,,
SANGHVIMOV,Sanghvi Movers Ltd.,,6.8,6.8,34.08,169.55,169.55,1,77.45,40.41,13.12,9.12,6.8,,52.17,16.94,11.78,8.77,4,6.52,3.05,0.23,0.35,,1.91,1.86,0,0,0,0,0,,955.6,2.85,5.46,2.38,0,1.09,2.38,0.04,,,,,
SANGINITA,Sanginita Chemicals Ltd.,,0.2,0.2,0.54,23,23,0,114.7,1.8,1.47,0.27,0.2,,1.56,1.27,0.23,0.17,0.87,5.84,0.43,0.87,2.65,,2.09,1.42,7.82,0,0,0,0,,70.59,0.36,22.7,0.18,0,0.91,0.18,0.01,,,,,
SARDAEN,Sarda Energy and Minerals Ltd.,,183.02,183.02,197.88,733.08,733.08,7.5,732.86,264.24,249.38,243.16,183.02,,36.05,34.02,33.17,24.97,24.96,31.35,20.78,0.06,0.92,,4.47,3.08,3.37,4.09,3.79,95.91,96.21,,"4,224.38",1.6,4.43,1.54,95.9,1.54,1.54,0.16,,,,,
SAREGAMA,Saregama India Ltd.,,8.31,8.3,8.48,71.15,71.15,3,29.48,11.39,10.71,10.48,7.8,,38.62,36.33,35.54,26.46,10.96,14.41,8.99,0,0.46,,5.01,4.58,0,38.45,35.39,61.55,64.61,,"92,778.79",163.25,422.62,163.81,61.54,67.86,163.81,0,,,,,
SARLAPOLY,Sarla Performance Fibers Ltd.,,6.32,6.32,8.55,50.13,50.13,2,50.72,11.14,8.91,8.47,6.32,,21.96,17.56,16.69,12.45,12.6,16,8.12,0.31,0.68,,1.68,1.16,3.08,0,0,0,0,,538.85,1.27,5.79,1.12,0,1.13,1.12,0.11,,,,,
SATIA,Satia Industries Ltd.,,10.07,10.07,16.43,54.5,54.5,0.2,89.09,20.71,14.35,12.27,10.07,,23.24,16.1,13.76,11.29,18.47,14.76,8.13,0.57,0.8,,1.24,0.54,2.56,0.99,0.6,99.01,99.4,,"1,319.37",1.48,6.37,1.15,99,1.88,1.15,0.1,,,,,
SBILIFE,SBI Life Insurance Company Ltd.,,15.06,15.04,15.06,116.18,116.18,2,829.53,25.89,25.89,25.79,15.05,,3.12,3.12,3.1,1.81,12.95,0.96,0.55,0,0.33,,1.48,1.48,0,13.28,13.28,86.72,86.72,,"108,857.30",1.31,42.02,1.35,86.71,9.64,1.35,0.01,,,,,
SBIN,State Bank of India,,35.49,35.49,39.13,287.64,313.84,7.1,308.65,35.49,,"11,277,678.21","1,296,867.16","277,809,650.59",,"123,712,067.91","14,226,165.68","3,047,471,802.57",,1.42,44.51,11.49,-3.22,0.63,12.33,2.42,41,5.52,0.81,-0.17,1.87,3.1,,"4,660,058.65",16.92,1.72,1.6,79.99,0.07,,,,,,
SCI,Shipping Corporation of India Ltd.,,17.06,17.06,30.7,186.77,186.77,0.33,107.23,35.02,21.38,17.99,17.06,,32.66,19.93,16.78,15.91,9.13,9.1,5.73,0.37,0.37,,1.83,1.77,0,1.46,0.81,98.54,99.19,,"7,134.16",1.43,4.37,1.07,98.53,0.62,1.07,0.15,,,,,
SEAMECLTD,Seamec Ltd.,,29.79,29.79,55.85,254.05,254.05,0,115.45,57.61,31.55,30.23,29.79,,49.9,27.33,26.18,25.8,11.72,11.39,9.93,0.1,0.42,,3.47,3.01,0,0,0,0,0,,"3,442.47",11.73,23.5,11.58,0,5.26,11.58,0.02,,,,,
SECURKLOUD,Securekloud Technologies Ltd.,,-1.8,-1.59,-1.37,31.24,31.24,0,13.74,1.31,0.94,-1.56,-1.73,,9.51,6.85,-11.36,-12.62,-5.55,2.01,-3.22,0.57,0.25,,1.03,1.03,0,0,0,0,0,,323.54,7.31,76.91,6.02,0,2.65,6.02,-0.02,,,,,
SELAN,Selan Exploration Technology Ltd.,,6.53,6.53,21.08,216.27,216.27,5,50.86,22.89,8.34,8.28,6.53,,45,16.4,16.28,12.83,3.01,3.43,2.64,0,0.21,,30.51,29.4,0,76.58,23.71,23.42,76.29,,233.25,3.02,6.7,3.73,23.41,0.88,3.73,0.03,,,,,
SEPC,SEPC Ltd.,,-2.56,-2.56,-2.5,7.68,7.68,0,3.12,-0.22,-0.28,-2.12,-2.56,,-6.99,-8.89,-68.11,-82.23,-33.37,-2.76,-12.16,1.31,0.14,,1.15,1.15,0,0,0,0,0,,"1,683.39",5.56,-79.46,2.43,0,0.98,2.43,-0.34,,,,,
SESHAPAPER,Seshasayee Paper and Boards Ltd.,,17.12,17.12,23.91,200.27,200.27,2.5,225.07,30.27,23.49,23.01,17.13,,13.45,10.43,10.22,7.6,8.55,10.36,6.4,0,0.88,,2.41,1.91,3.49,15.28,10.94,84.72,89.06,,727.66,0.54,3.99,0.78,84.71,0.87,0.78,0.1,,,,,
SETCO,Setco Automotive Ltd.,,-12.95,-12.95,-12.22,6.26,6.26,0,11.72,-0.48,-1.21,-12.76,-12.95,,-4.06,-10.29,-108.91,-110.55,-206.81,-10.06,-85.44,0.84,0.38,,0.69,0.69,1.81,0,0,0,0,,254.4,1.62,-39.98,1.18,0,2.21,1.18,-0.94,,,,,
SEYAIND,Seya Industries Ltd.,,-2.36,-2.36,4.38,322.07,322.07,0,24.71,6.37,-0.37,-2.79,-2.36,,25.79,-1.48,-11.29,-9.56,-0.73,-0.06,-0.37,0.9,0.04,,0.9,0.66,1.43,0,0,0,0,,858.91,13.08,50.71,1.44,0,0.11,1.44,-0.07,,,,,
SFL,Sheela Foam Ltd.,,40.45,40.45,47.09,247.94,247.94,0,435.49,62.33,55.69,54.23,40.45,,14.31,12.78,12.45,9.28,16.31,20.94,12.15,0,1.39,,1.56,0.93,5.8,0,0,0,0,,"16,941.78",7.97,55.72,7.98,0,14.02,7.98,0.01,,,,,
SGL,STL Global Ltd.,,1.3,1.3,1.74,10.74,10.74,0,44.23,1.85,1.39,1.1,1.29,,4.17,3.14,2.49,2.9,11.97,7.22,4.25,0.76,1.39,,1.92,1.43,6.92,0,0,0,0,,113.19,0.94,22.5,0.76,0,3.11,0.76,0.04,,,,,
SHAH,SHAH METACORP Ltd.,,-0.35,-0.35,-0.12,-1.99,-1.99,0,1.27,-0.42,-0.65,0.02,-0.36,,-33.19,-51.5,1.82,-28.1,0,-23.22,-6.47,-2.51,0.2,,1.02,0.67,1.41,0,0,0,0,,134.63,6.72,-20.24,2.79,0,-1.78,2.79,-0.1,,,,,
SHAHALLOYS,Shah Alloys Ltd.,,51.96,51.96,57.66,29.05,29.05,0,444.54,72.53,66.83,65.72,51.96,,16.31,15.03,14.78,11.68,178.88,146.62,29.72,2.03,2.67,,0.57,0.11,6.5,0,0,0,0,,315.72,0.36,2.2,0.23,0,3.46,0.23,0.52,,,,,
SHALPAINTS,Shalimar Paints Ltd.,,-11.39,-11.39,-6.98,49.33,49.33,0,49.59,-2.42,-4.28,-8.84,-8.84,,-4.87,-8.63,-17.82,-17.82,-17.92,-6.86,-9.78,0.4,0.63,,1.84,1.36,2.71,0,0,0,0,,820.48,2.29,-46.97,2.36,0,2.38,2.36,-0.08,,,,,
SHANTIGEAR,Shanthi Gears Ltd.,,5.54,5.54,6.89,33.89,33.89,2.5,43.95,9.01,7.66,7.66,5.54,,20.5,17.42,17.42,12.59,16.33,22.51,12.46,0,1.01,,2.99,2.19,2.28,45.16,36.29,54.84,63.71,,"1,315.92",3.9,19.04,4.1,54.83,5.32,4.1,0.03,,,,,
SHARDACROP,Sharda Cropchem Ltd.,,31.36,31.36,58.54,191.93,191.93,6,326.58,70.87,43.68,43.5,31.36,,21.69,13.37,13.31,9.6,16.33,21.07,8.24,0.02,0.96,,1.63,1.1,2.04,19.13,10.24,80.87,89.76,,"5,438.66",1.85,8.51,1.88,80.86,3.2,1.88,0.05,,,,,
SHARDAMOTR,Sharda Motor Industries Ltd.,,54.32,54.32,67.99,201.73,201.73,8.15,758.56,86.55,72.88,72.38,54.32,,11.4,9.6,9.54,7.16,26.92,34.96,14.78,0,2.17,,1.84,1.57,13.12,4.84,3.86,95.16,96.14,,"1,821.00",0.81,7.08,0.98,95.15,3.7,0.98,0.07,,,,,
SHEMAROO,Shemaroo Entertainment Ltd.,,2.37,2.37,4.81,216.15,216.15,0,135.39,13.94,11.51,2.4,2.37,,10.29,8.5,1.77,1.75,1.09,5.21,0.72,0.41,0.42,,2.99,0.5,0,0,0,0,0,,600.09,1.63,15.83,1,0,0.63,1,0.02,,,,,
SHILPAMED,Shilpa Medicare Ltd.,,16.24,16.24,20.25,237.97,237.97,1.1,41.12,7.21,3.19,3.17,16.24,,17.52,7.76,7.7,39.49,6.82,1.21,4.86,0.09,0.13,,1.94,1.78,0.38,6.36,5.1,93.64,94.9,,"3,625.54",10.16,57.96,9.66,93.63,1.67,9.66,0.04,,,,,
SHIVAMAUTO,Shivam Autotech Ltd.,,-1.46,-1.46,2.03,11.34,11.34,0,38.39,6.17,2.83,-1.31,-1.31,,16.07,7.36,-3.42,-3.42,-11.59,10.71,-2.5,2.75,0.68,,0.6,0.32,2.22,0,0,0,0,,744.21,1.59,9.86,0.78,0,2.63,0.78,-0.04,,,,,
SHIVAMILLS,Shiva Mills Ltd.,,20.43,20.43,27.04,124.65,124.65,1.2,246.41,36.06,29.45,28.36,20.43,,14.63,11.95,11.5,8.29,16.39,22.95,13.36,0.07,1.73,,3.06,0.97,3.99,4.89,3.69,95.11,96.31,,94.41,0.44,3.03,0.42,95.1,0.82,0.42,0.2,,,,,
SHIVATEX,Shiva Texyarn Ltd.,,15.44,15.44,25.2,109.91,109.91,1.4,368.04,43.56,33.8,23.15,15.44,,11.83,9.18,6.28,4.19,14.04,20.45,5.82,0.99,1.46,,1.15,0.39,3.43,7.77,4.76,92.23,95.24,,397.09,0.83,7.03,0.56,92.22,1.87,0.56,0.08,,,,,
SHK,S H Kelkar & Company Ltd.,,3.09,3.09,5.07,43.44,43.44,0.75,58.29,7.06,5.06,4.78,3.07,,12.1,8.67,8.19,5.26,7.06,11.05,4.17,0.04,0.79,,1.16,0.49,2.51,24.94,15.1,75.06,84.9,,"1,996.42",2.47,20.44,2.46,75.05,3.3,2.46,0.02,,,,,
SHOPERSTOP,Shoppers Stop Ltd.,,-7.92,-7.92,24.22,8.97,8.97,0,227.7,39.59,7.45,-12.67,-7.91,,17.38,3.27,-5.56,-3.47,-88.19,4.37,-2.29,1.97,0.68,,0.78,0.25,0,0,0,0,0,,"5,268.71",2.11,12.15,2.05,0,51.96,2.05,-0.02,,,,,
SHREECEM,Shree Cements Ltd.,,658.69,658.69,945.98,"4,786.83","4,786.83",90,"3,965.04","1,159.97",872.7,812.34,658.71,,29.25,22,20.48,16.61,13.76,16.69,10.14,0.12,0.64,,1.69,1.21,2.29,15.94,11.09,84.06,88.91,,"88,463.02",6.18,21.14,6.05,84.05,5.01,6.05,0.03,,,,,
SHREERAMA,Shree Rama Multi Tech Ltd.,,-0.78,-0.78,0.27,3.7,3.7,0,23.66,0.38,-0.67,-0.77,-0.77,,1.58,-2.83,-3.27,-3.27,-20.94,-4.49,-3.95,3.09,1.25,,2.24,1.14,3.96,0,0,0,0,,162.67,1.08,68.22,0.56,0,3.55,0.56,-0.06,,,,,
SHREYANIND,Shreyans Industries Ltd.,,7.2,7.2,16.47,167.71,167.71,2,422.75,22.29,13.03,8.67,7.2,,5.27,3.08,2.05,1.7,4.29,6.31,2.3,0.26,1.41,,1.29,0.95,7.1,41.65,18.21,58.35,81.79,,218.73,0.37,7.1,0.28,58.34,0.71,0.28,0.06,,,,,
SHREYAS,Shreyas Shipping Ltd.,,114.51,114.51,123.21,286.61,286.61,2.5,233.88,105.02,96.31,121.98,114.49,,44.9,41.18,52.15,48.95,39.94,26.16,27.51,0.37,0.66,,2.33,2.26,5.75,1.74,1.62,98.26,98.38,,990.19,1.93,4.29,1.6,98.25,1.3,1.6,0.31,,,,,
SHRIPISTON,Shriram Pistons & Rings Ltd.,,74.26,74.26,120.59,565.4,569.82,10,937.42,151.5,105.17,99.98,74.26,,16.16,11.21,10.66,7.92,13.13,16.86,8.84,0.11,1.16,,2.31,1.61,2.52,8.07,4.97,91.93,95.03,,"1,334.96",0.65,4,0.75,91.92,1.25,0.75,0.11,,,,,
SHRIRAMFIN,Shriram Finance Ltd.,,101.74,101.74,105.1,958.61,958.61,20,711.78,496.04,491.04,131.2,100.1,,69.69,68.98,18.43,14.06,10.44,14.12,1.9,4.42,0.14,,2.92,2.92,0,19.92,18.97,80.08,81.03,,"128,848.28",6.69,9.6,1.59,80.07,1.18,1.59,0.09,,,,,
SHYAMCENT,Shyam Century Ferrous Ltd.,,2.56,2.56,2.65,7.87,7.87,0,9.33,3.56,3.47,3.44,2.56,,38.14,37.13,36.83,27.42,32.51,43.6,29.53,0,1.27,,10.72,9.17,2.54,0,0,0,0,,464.79,2.24,5.88,2.66,0,3.15,2.66,0.1,,,,,
SHYAMTEL,Shyam Telecom Ltd.,,-3,-3,-3.06,-16.07,-16.07,0,0.01,-2.54,-2.71,-2.71,-3.23,,"-44,690.62","-47,646.87","-47,646.87","-56,884.37",0,16.88,-14.71,0,0,,0.51,0.51,0,0,0,0,0,,10.38,"1,622.02",-3.63,"1,748.61",0,-0.62,"1,986.00",-0.33,,,,,
SIEMENS,Siemens Ltd.,,42.98,42.98,48.89,325.73,325.73,10,416.62,54.02,48.13,47.2,43,,12.96,11.55,11.32,10.32,13.2,14.21,7.84,0,0.8,,1.94,1.68,1.63,18.61,16.36,81.39,83.64,,"92,337.48",6.23,48.01,6.65,81.38,8.5,6.65,0.02,,,,,
SIGIND,Signet Industries Ltd.,,2.68,2.68,5.73,66.29,66.29,0.5,298.01,21.44,18.52,3.98,2.8,,7.19,6.21,1.33,0.93,4.22,19.08,1.14,1.5,1.21,,1.42,0.84,1.45,17.85,8.73,82.15,91.27,,404.72,0.46,6.41,0.13,82.14,0.57,0.13,0.07,,,,,
SIMPLEXINF,Simplex Infrastructures Ltd.,,-92.1,-92.1,-73.63,134.25,134.25,0,302.75,12.82,-5.32,-139.7,-91.77,,4.23,-1.75,-46.14,-30.31,-68.35,-3.92,-5.43,6.86,0.18,,0.93,0.89,1.1,0,0,0,0,,"5,535.08",3.19,75.27,0.16,0,0.35,0.16,-1.94,,,,,
SIRCA,Sirca Paints India Ltd.,,10.12,10.12,11.62,82.16,82.16,2,72.99,15.38,13.88,13.85,10.12,,21.07,19.01,18.97,13.86,12.31,16.88,10.56,0,0.77,,5.51,3.64,0.64,14.82,12.9,85.18,87.1,,"1,191.35",5.96,28.26,6.37,85.17,5.66,6.37,0.02,,,,,
SIYSIL,Siyaram Silk Mills Ltd.,,45.34,45.34,57.83,199.98,199.98,9.2,406.03,78.67,66.18,61.2,45.34,,19.37,16.29,15.07,11.16,22.67,29.39,14.02,0.23,1.39,,2.11,1.23,2.53,23.37,18.32,76.63,81.68,,"2,174.58",1.14,5.9,1.03,76.62,2.1,1.03,0.11,,,,,
SJVN,SJVN Ltd.,,2.49,2.49,3.52,33.41,33.41,1.7,6.16,4.92,3.89,3.31,2.49,,79.78,63.09,53.65,40.36,7.44,8.14,4.7,0.42,0.13,,2.46,2.43,0,62.31,44.08,37.69,55.92,,"13,485.20",5.57,6.98,4.45,37.68,0.82,4.45,0.09,,,,,
SKFINDIA,SKF India Ltd.,,79.9,79.9,91.47,381.45,381.45,14.5,741.48,119.36,107.82,107.39,79.92,,16.09,14.54,14.48,10.77,20.95,27.56,15.03,0,1.49,,2.82,1.84,1.57,18.14,15.85,81.86,84.15,,"17,090.76",4.66,28.96,4.77,81.85,9.28,4.77,0.02,,,,,
SKIPPER,Skipper Ltd.,,2.79,2.79,7.51,71.64,71.64,0.1,166.27,16.74,12.01,2.96,2.79,,10.06,7.22,1.77,1.67,3.88,12.29,1.37,0.77,0.85,,1.28,0.55,1.73,3.58,1.33,96.42,98.67,,"1,087.00",0.64,6.33,0.33,96.41,0.76,0.33,0.05,,,,,
SMSPHARMA,SMS Pharmaceuticals Ltd.,,8.04,8.04,11.84,58.33,58.33,0.3,61.41,14.14,10.34,8.11,8.04,,23.02,16.83,13.2,13.08,13.77,12.75,7.7,0.53,0.61,,1.92,0.64,1.99,3.73,2.53,96.27,97.47,,"1,007.49",1.94,8.42,1.53,96.26,1.61,1.53,0.09,,,,,
SNOWMAN,Snowman Logistics Ltd.,,0.1,0.1,3.17,25.24,25.24,0,17.13,4.42,1.34,0.24,0.1,,25.78,7.84,1.39,0.58,0.39,3.36,0.23,0.29,0.41,,1.87,1.87,0,0,0,0,0,,600.15,2.1,8.13,1.78,0,1.21,1.78,0,,,,,
SOMANYCERA,Somany Ceramics Ltd.,,20.67,20.67,31.76,166.12,166.12,3,489.34,40.67,29.62,27.6,20.71,,8.31,6.05,5.63,4.23,12.46,15.4,6.6,0.35,1.64,,1.2,0.91,1.67,14.47,9.44,85.53,90.56,,"2,869.40",1.38,16.65,1.32,85.52,3.9,1.32,0.03,,,,,
SUMIT,Soma Textiles and Industries Ltd.,,-4.97,-4.97,-4.69,-25.8,-25.8,0,4.38,-0.67,-0.93,-4.65,-4.96,,-15.22,-21.25,-106.23,-113.21,0,-27.85,-10.87,-1.13,0.1,,0.36,0.35,3.36,0,0,0,0,,76.29,5.24,-34.44,1.63,0,-0.28,1.64,-0.69,,,,,
SOMICONVEY,Somi Conveyor Beltings Ltd.,,1.46,1.46,2.29,54.52,54.52,0,48.59,5.65,4.82,2.18,1.46,,11.63,9.92,4.49,2.99,2.67,8.17,1.6,0.44,0.55,,1.99,0.82,1.11,0,0,0,0,,63.82,1.12,9.58,0.68,0,0.61,0.68,0.04,,,,,
SONATSOFTW,Sonata Software Ltd.,,22.63,22.63,24.33,55.03,55.03,21,72.97,29.51,27.82,26.97,22.64,,40.43,38.12,36.96,31.02,41.13,46.27,29.27,0,0.96,,3.27,3.27,0,79.52,74,20.48,26,,"7,387.40",9.74,24.1,10.14,20.47,13.45,10.14,0.03,,,,,
SOUTHBANK,South Indian Bank Ltd.,,0.21,0.21,0.62,27.97,27.97,0,31.47,0.21,,"7,144,524.89","48,792.71","161,769,713.09",,"70,444,251.34","481,090.91","1,595,032,069.52",,1.26,33.2,0.68,-15.01,0.04,0.76,2.23,42.37,6.58,1.03,-0.98,2.02,4.34,,"90,333.74",13.71,0.27,0.24,100,0.03,,,,,,
SOUTHWEST,South West Pinnacle Exploration Ltd.,,4.36,4.36,6.96,39.28,39.28,0.5,42.24,10.21,7.61,5.88,4.36,,24.17,18,13.93,10.31,11.09,16.31,6.27,0.45,0.63,,1.91,1.36,0.62,2.9,1.81,97.1,98.19,,592.43,5.03,20.8,4.68,97.09,5.03,4.68,0.02,,,,,
SPAL,S P Apparels Ltd.,,32.38,32.38,45,245.25,245.25,0,286.1,63.75,51.13,47.01,32.38,,22.28,17.87,16.43,11.31,13.2,17.69,8.31,0.28,0.78,,1.82,0.68,1.11,6.94,5,93.06,95,,995.7,1.35,6.08,1.19,93.05,1.39,1.19,0.09,,,,,
SPARC,Sun Pharma Advanced Research Company Ltd.,,-7.73,7.73,-7.11,1.15,1.15,0,5.05,-6.62,-6.99,-7.48,-7.48,,-131.07,-138.48,-148.19,-148.19,-651.37,-174.92,-72.61,2.4,0.54,,0.42,0.42,0,0,0,0,0,,"8,144.74",59.34,-45.27,58.81,0,258.49,58.81,-0.03,,,,,
SPCENET,Spacenet Enterprises India Ltd.,,0.03,0.03,0.02,0.65,0.65,0,0.76,0.02,0.02,0.02,0.01,,2.55,2.24,2.2,1.9,2.22,2.58,1.56,0.07,1.28,,2.47,2.47,0,0,0,0,0,,118.83,2.97,116.35,3.05,0,3.56,3.05,0.01,,,,,
SPECIALITY,Speciality Restaurants Ltd.,,2.88,2.88,8.7,32.31,32.31,0,53.86,11.94,6.12,2.88,2.88,,22.16,11.35,5.34,5.34,8.91,10.57,3.96,0,0.75,,1.79,1.72,0,0,0,0,0,,756.7,2.99,13.49,3,0,5,3,0.02,,,,,
SPIC,Southern Petrochemical Industries Corporation Ltd.,,7.59,7.59,9.08,30.17,30.17,0.5,92.07,9.77,7.59,6.9,6.9,,10.61,8.24,7.49,7.49,22.85,22.56,8.71,0.49,1.15,,0.77,0.29,3.02,0,0,0,0,,"1,705.07",0.91,8.57,0.78,0,2.37,0.78,0.1,,,,,
